BOM_PART_TYPE;NN;NT;LINA;BOM_UNITBASE;BOM_COUNT;BOM_POS;NB;DIMENSION_X;DIMENSION_Y;DIMENSION_Z;A;B;CTN;D1;D2;D3;INFOGANTER;L1;L2;L3;L4;PARTNUMBER;ROHS;WEIGHT
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
PART;DIN 71752;Fork head without bolt;Fork head without bolt DIN 71752-16-64-M16F;mm;1;1;Fork head without bolt DIN 71752-16-64-M16F;32;115;32;32;16;73269098;16;M16F;26;Product details;64;96;115;24;DIN 71752-16-64-M16F;YES;0.38
